chr	start	end	strand	gene
chr19	46782814	46786814	-	SLC1A5
chr19	46785293	46789293	-	SLC1A5
chr19	46744450	46748450	-	STRN4
chr19	46715114	46719114	-	PRKD2
chr19	46715127	46719127	-	PRKD2
chr19	46744056	46748056	+	FKRP
chr19	46786594	46790594	-	SLC1A5
chr19	46712320	46716320	-	PRKD2
chr19	46848846	46852846	-	AP2S1
chr19	46848314	46852314	-	AP2S1
chr19	47033316	47037316	+	NPAS1
chr19	47046624	47050624	-	TMEM160
chr19	47017836	47021836	+	NPAS1
chr19	47111776	47115776	-	ZC3H4
chr19	47230667	47234667	-	BBC3
chr19	47254524	47258524	+	CCDC9
chr19	47229199	47233199	-	BBC3
chr19	47272884	47276884	+	INAFM1
chr19	47330174	47334174	+	C5AR2
chr19	47338486	47342486	+	C5AR2
chr19	47347314	47351314	+	DHX34
chr19	47335094	47339094	+	C5AR2
chr19	47420233	47424233	-	MEIS3
chr19	47417527	47421527	-	MEIS3
chr19	47513063	47517063	-	NAPA
chr19	47571148	47575148	-	ZNF541
chr19	47482219	47486219	-	KPTN
chr19	47606195	47610195	+	BICRA
chr19	47776702	47780702	+	SELENOW
chr19	47743545	47747545	+	NOP53
chr19	47801604	47805604	-	TPRX1
chr19	47711421	47715421	+	EHD2
chr19	47884315	47888315	-	SULT2A1
chr19	48042079	48046079	-	CABP5
chr19	47992631	47996631	+	ELSPBP1
chr19	48168603	48172603	-	LIG1
chr19	48168344	48172344	-	LIG1
chr19	48168679	48172679	+	ZSWIM9
chr19	48269286	48273286	+	ZNF114
chr19	48268080	48272080	+	ZNF114
chr19	48269244	48273244	+	ZNF114
chr19	48361940	48365940	-	TMEM143
chr19	48268902	48272902	+	ZNF114
chr19	48323551	48327551	+	EMP3
chr19	48323998	48327998	+	EMP3
chr19	48319971	48323971	-	CCDC114
chr19	48317499	48321499	-	CCDC114
chr19	48389551	48393551	-	KDELR1
chr19	48453573	48457573	+	KCNJ14
chr19	48467368	48471368	+	CYTH2
chr19	48391667	48395667	+	GRIN2D
chr19	48467207	48471207	+	CYTH2
chr19	48443982	48447982	+	GRWD1
chr19	48617178	48621178	-	RPL18
chr19	48573735	48577735	+	SULT2B1
chr19	48613076	48617076	-	FAM83E
chr19	48604741	48608741	+	SPACA4
chr19	48550171	48554171	+	SULT2B1
chr19	48717725	48721725	-	MAMSTR
chr19	48671017	48675017	-	NTN5
chr19	48693970	48697970	+	FUT2
chr19	48753358	48757358	-	FUT1
chr19	48738610	48742610	-	RASIP1
chr19	48635379	48639379	-	DBP
chr19	48644187	48648187	-	CA11
chr19	48715021	48719021	-	MAMSTR
chr19	48750641	48754641	-	FUT1
chr19	48751660	48755660	-	FUT1
chr19	48753523	48757523	+	FGF21
chr19	48743932	48747932	-	IZUMO1
chr19	48744909	48748909	-	IZUMO1
chr19	48714957	48718957	-	MAMSTR
chr19	48809029	48813029	-	BCAT2
chr19	48834491	48838491	-	HSD17B14
chr19	48870391	48874391	+	PPP1R15A
chr19	48866617	48870617	-	PLEKHA4
chr19	48898311	48902311	+	NUCB1
chr19	48952874	48956874	+	BAX
chr19	48991886	48995886	+	RUVBL2
chr19	48963308	48967308	+	FTL
chr19	48991447	48995447	+	RUVBL2
chr19	48931698	48935698	+	DHDH
chr19	48952859	48956859	+	BAX
chr19	48991309	48995309	-	GYS1
chr19	49015091	49019091	-	LHB
chr19	49022375	49026375	-	CGB3
chr19	49061867	49065867	-	NTF4
chr19	49112369	49116369	+	LIN7B
chr19	49117143	49121143	-	C19orf73
chr19	49029889	49033889	+	CGB2
chr19	49070941	49074941	-	KCNA7
chr19	49117543	49121543	+	PPFIA3
chr19	49083450	49087450	+	SNRNP70
chr19	49041847	49045847	+	CGB5
chr19	49034895	49038895	-	CGB1
chr19	49047111	49051111	-	CGB8
chr19	49055749	49059749	-	CGB7
chr19	49155791	49159791	+	TRPM4
chr19	49360416	49364416	-	TEAD2
chr19	49323191	49327191	-	SLC6A16
chr19	49361876	49365876	+	DKKL1
chr19	49333405	49337405	+	CD37
chr19	49359517	49363517	-	TEAD2
chr19	49511265	49515265	+	FCGRT
chr19	49485553	49489553	+	RPL13A
chr19	49494433	49498433	+	RPS11
chr19	49451224	49455224	+	ALDH16A1
chr19	49472214	49476214	+	FLT3LG
chr19	49485607	49489607	+	RPL13A
chr19	49510660	49514660	+	FCGRT
chr19	49449814	49453814	-	PIH1D1
chr19	49472585	49476585	+	FLT3LG
chr19	49439527	49443527	-	SLC17A7
chr19	49526002	49530002	+	RCN3
chr19	49421441	49425441	-	PTH2
chr19	49421746	49425746	+	GFY
chr19	49423387	49427387	+	GFY
chr19	49578572	49582572	-	NOSIP
chr19	49663857	49667857	-	IRF3
chr19	49589181	49593181	+	PRR12
chr19	49579315	49583315	+	PRRG2
chr19	49663141	49667141	+	BCL2L12
chr19	49663875	49667875	-	IRF3
chr19	49638143	49642143	-	RRAS
chr19	49578556	49582556	-	NOSIP
chr19	49640208	49644208	+	SCAF1
chr19	49663932	49667932	+	BCL2L12
chr19	49765000	49769000	+	AP2A1
chr19	49689115	49693115	+	CPT1C
chr19	49686684	49690684	+	ADM5
chr19	49675270	49679270	+	PRMT1
chr19	49761306	49765306	-	TSKS
chr19	49689495	49693495	+	CPT1C
chr19	49688847	49692847	+	CPT1C
chr19	49927504	49931504	-	NUP62
chr19	49849158	49853158	+	PTOV1
chr19	49865576	49869576	-	PNKP
chr19	49875701	49879701	+	TBC1D17
chr19	49875387	49879387	-	AKT1S1
chr19	49848704	49852704	+	PTOV1
chr19	49928203	49932203	+	ATF5
chr19	49926701	49930701	+	ATF5
chr19	49894887	49898887	-	IL4I1
chr19	49848734	49852734	+	PTOV1
chr19	49927504	49931504	-	IL4I1
chr19	49875355	49879355	-	AKT1S1
chr19	49927142	49931142	+	ATF5
chr19	49848991	49852991	+	PTOV1
chr19	49874249	49878249	-	AKT1S1
chr19	49876356	49880356	-	AKT1S1
chr19	49816288	49820288	+	MED25
chr19	50024004	50028004	+	ZNF473
chr19	49959172	49963172	-	SIGLEC11
chr19	50023548	50027548	-	VRK3
chr19	50023372	50027372	-	VRK3
chr19	49967663	49971663	+	SIGLEC16
chr19	50161281	50165281	-	IZUMO2
chr19	50327377	50331377	-	KCNC3
chr19	50327071	50331071	-	KCNC3
chr19	50201621	50205621	+	MYH14
chr19	50201627	50205627	+	MYH14
chr19	50416937	50420937	+	SPIB
chr19	50374456	50378456	+	NR1H2
chr19	50396851	50400851	+	POLD1
chr19	50382322	50386322	+	POLD1
chr19	50382346	50386346	+	POLD1
chr19	50363639	50367639	-	NAPSA
chr19	50566435	50570435	-	LRRC4B
chr19	50509191	50513191	-	JOSD2
chr19	50549042	50553042	-	LRRC4B
chr19	50474848	50478848	-	FAM71E1
chr19	50512684	50516684	-	ASPDH
chr19	50509355	50513355	-	JOSD2
chr19	50511913	50515913	-	ASPDH
chr19	50474506	50478506	+	EMC10
chr19	50647444	50651444	+	C19orf81
chr19	50637881	50641881	-	SYT3
chr19	50637835	50641835	-	SYT3
chr19	50636045	50640045	-	SYT3
chr19	50717802	50721802	-	SHANK1
chr19	50802853	50806853	-	C19orf48
chr19	50768463	50772463	+	GPR32
chr19	50829523	50833523	-	KLK15
chr19	50821787	50825787	-	KLK1
chr19	50788414	50792414	+	ACP4
chr19	50784160	50788160	-	LOC105372440
chr19	50802594	50806594	-	C19orf48
chr19	50951038	50955038	-	KLK5
chr19	50966972	50970972	-	KLK6
chr19	50967591	50971591	-	KLK6
chr19	50981917	50985917	-	KLK7
chr19	50982064	50986064	-	KLK7
chr19	50871438	50875438	+	KLK2
chr19	50908738	50912738	-	KLK4
chr19	50871432	50875432	+	KLK2
chr19	50981815	50985815	-	KLK7
chr19	51018175	51022175	-	KLK10
chr19	51082210	51086210	-	KLK14
chr19	51033002	51037002	-	KLK12
chr19	51025991	51029991	-	KLK11
chr19	51025646	51029646	-	KLK11
chr19	51024616	51028616	-	KLK11
chr19	51063092	51067092	-	KLK13
chr19	50999702	51003702	-	KLK8
chr19	51007592	51011592	-	KLK9
chr19	50999604	51003604	-	KLK8
chr19	51017861	51021861	-	KLK10
chr19	51080887	51084887	-	KLK14
chr19	51106409	51110409	-	CTU1
chr19	51017709	51021709	-	KLK10
chr19	51223079	51227079	+	CD33
chr19	51140300	51144300	+	SIGLEC7
chr19	51122879	51126879	+	SIGLEC9
chr19	51122905	51126905	+	SIGLEC9
chr19	51370654	51374654	-	NKG7
chr19	51367003	51371003	-	CLDND2
chr19	51364388	51368388	-	ETFB
chr19	51309847	51313847	+	IGLON5
chr19	51352842	51356842	-	ETFB
chr19	51340124	51344124	-	VSIG10L
chr19	51249079	51253079	+	SIGLECL1
chr19	51255741	51259741	+	SIGLECL1
chr19	51415642	51419642	-	SIGLEC10
chr19	51498393	51502393	-	SIGLEC12
chr19	51456454	51460454	-	SIGLEC8
chr19	51388591	51392591	-	C19orf84
chr19	51476642	51480642	+	CEACAM18
chr19	51499800	51503800	-	SIGLEC12
chr19	51529670	51533670	-	SIGLEC6
chr19	51569282	51573282	+	ZNF175
chr19	51628401	51632401	-	SIGLEC5
chr19	51749878	51753878	-	FPR1
chr19	51691329	51695329	+	SPACA6
chr19	51759179	51763179	+	FPR2
chr19	51721991	51725991	-	HAS1
chr19	51644819	51648819	-	SIGLEC14
chr19	51761388	51765388	+	FPR2
chr19	51687381	51691381	+	SPACA6
chr19	51885951	51889951	-	ZNF577
chr19	51793156	51797156	+	FPR3
chr19	51885936	51889936	-	ZNF577
chr19	51885976	51889976	-	ZNF577
chr19	52026379	52030379	-	ZNF614
chr19	52006230	52010230	-	ZNF615
chr19	51925471	51929471	+	ZNF613
chr19	52006211	52010211	-	ZNF615
chr19	51984840	51988840	-	ZNF350
chr19	52092271	52096271	-	ZNF841
chr19	52093765	52097765	-	ZNF841
chr19	52137938	52141938	-	ZNF616
chr19	52267586	52271586	+	ZNF766
chr19	52188051	52192051	+	PPP2R1A
chr19	52199195	52203195	+	PPP2R1A
chr19	52367922	52371922	+	ZNF880
chr19	52334244	52338244	+	ZNF610
chr19	52334242	52338242	+	ZNF610
chr19	52395848	52399848	+	ZNF528
chr19	52343428	52347428	+	ZNF610
chr19	52427147	52431147	+	ZNF534
chr19	52451552	52455552	+	ZNF578
chr19	52525667	52529667	+	ZNF808
chr19	52525655	52529655	+	ZNF808
chr19	52525708	52529708	+	ZNF808
chr19	52636391	52640391	-	ZNF83
chr19	52688581	52692581	-	ZNF83
chr19	52568286	52572286	+	ZNF701
chr19	52568663	52572663	+	ZNF701
chr19	52819633	52823633	-	ZNF28
chr19	52733044	52737044	-	ZNF611
chr19	52784791	52788791	-	ZNF600
chr19	52733054	52737054	-	ZNF611
chr19	52727882	52731882	-	ZNF611
chr19	52855619	52859619	-	ZNF468
chr19	52895694	52899694	-	ZNF320
chr19	52895635	52899635	-	ZNF320
chr19	52921428	52925428	-	ZNF888
chr19	53042739	53046739	+	ERVV-2
chr19	53012090	53016090	+	ERVV-1
chr19	53130920	53134920	-	ZNF415
chr19	53191358	53195358	-	ZNF665
chr19	53157053	53161053	-	ZNF347
chr19	53157060	53161060	-	ZNF347
chr19	53127709	53131709	-	ZNF415
chr19	53265665	53269665	-	VN1R4
chr19	53256291	53260291	+	VN1R2
chr19	53252823	53256823	-	ZNF677
chr19	53252873	53256873	-	ZNF677
chr19	53393132	53397132	+	ZNF765
chr19	53363704	53367704	+	ZNF525
chr19	53444226	53448226	+	ZNF761
chr19	53443000	53447000	+	ZNF761
chr19	53429983	53433983	+	ZNF761
chr19	53393148	53397148	+	ZNF765
chr19	53393148	53397148	+	ZNF765-ZNF761
chr19	53552498	53556498	+	ZNF331
chr19	53536144	53540144	+	ZNF331
chr19	53553239	53557239	+	ZNF331
chr19	53519013	53523013	+	ZNF331
chr19	53553306	53557306	+	ZNF331
chr19	53535306	53539306	+	ZNF331
chr19	53536787	53540787	+	ZNF331
chr19	53552612	53556612	+	ZNF331
chr19	53552826	53556826	+	ZNF331
chr19	53630055	53634055	+	DPRX
chr19	53822403	53826403	-	NLRP12
chr19	53822314	53826314	-	NLRP12
chr19	53960936	53964936	+	CACNG8
chr19	53880196	53884196	+	PRKCG
chr19	53907277	53911277	+	CACNG7
chr19	54061953	54065953	-	VSTM1
chr19	54113675	54117675	-	TFPT
chr19	54113753	54117753	+	PRPF31
chr19	54079365	54083365	-	TARM1
chr19	54061897	54065897	-	VSTM1
chr19	54100686	54104686	-	OSCAR
chr19	54113074	54117074	-	TFPT
chr19	54074545	54078545	-	TARM1
chr19	54100854	54104854	+	NDUFA3
chr19	54188343	54192343	+	TSEN34
chr19	54157721	54161721	-	LENG1
chr19	54255273	54259273	-	LILRB5
chr19	54240790	54244790	-	LILRA6
chr19	54189307	54193307	+	TSEN34
chr19	54240795	54244795	-	LILRA6
chr19	54188730	54192730	+	TSEN34
chr19	54171160	54175160	-	TMC4
chr19	54187882	54191882	-	MBOAT7
chr19	54187580	54191580	-	MBOAT7
chr19	54198857	54202857	+	RPS9
chr19	54188267	54192267	+	TSEN34
chr19	54221007	54225007	-	LILRB3
chr19	54135761	54139761	+	CNOT3
chr19	54279178	54283178	-	LILRB2
chr19	54311166	54315166	-	LILRA5
chr19	54362931	54366931	-	LAIR1
chr19	54337162	54341162	-	LILRA4
chr19	54279110	54283110	-	LILRB2
chr19	54278883	54282883	-	LILRB2
chr19	54278544	54282544	-	LILRB2
chr19	54368556	54372556	-	LAIR1
chr19	54500830	54504830	+	LAIR2
chr19	54461778	54465778	-	LENG9
chr19	54413463	54417463	+	TTYH1
chr19	54447198	54451198	+	LENG8
chr19	54447656	54451656	+	LENG8
chr19	54471296	54475296	-	CDC42EP5
chr19	54570987	54574987	+	LILRA2
chr19	54571789	54575789	+	LILRA2
chr19	54628410	54632410	+	LILRB1
chr19	54628516	54632516	+	LILRB1
chr19	54592196	54596196	+	LILRA1
chr19	54614929	54618929	+	LILRB1
chr19	54591631	54595631	+	LILRA1
chr19	54571830	54575830	+	LILRA2
chr19	54660818	54664818	+	LILRB4
chr19	54752700	54756700	+	LOC112267881
chr19	54767527	54771527	+	LOC112267881
chr19	54736487	54740487	+	KIR2DL1
chr19	54767792	54771792	+	KIR2DL1
chr19	54736512	54740512	+	KIR2DL3
chr19	54736516	54740516	+	KIR2DL2
chr19	54722446	54726446	+	KIR3DL3
chr19	54830706	54834706	+	KIR2DS4
chr19	54904147	54908147	+	NCR1
chr19	54872234	54876234	+	FCAR
chr19	54848442	54852442	+	KIR3DL2
chr19	54814463	54818463	+	KIR3DS1
chr19	54814454	54818454	+	LOC112268355
chr19	54801609	54805609	+	KIR2DL4
chr19	54814437	54818437	+	KIR3DL1
chr19	54801535	54805535	+	LOC112268354
chr19	55036264	55040264	-	GP6
chr19	54964373	54968373	+	NLRP2
chr19	54964341	54968341	+	NLRP2
chr19	54963283	54967283	+	NLRP2
chr19	54945505	54949505	-	NLRP7
chr19	55164722	55168722	-	DNAAF3
chr19	55147206	55151206	-	TNNT1
chr19	55078391	55082391	+	EPS8L1
chr19	55178289	55182289	-	SYT5
chr19	55155732	55159732	-	TNNI3
chr19	55115637	55119637	-	PPP1R12C
chr19	55177348	55181348	-	SYT5
chr19	55164613	55168613	-	DNAAF3
chr19	55073868	55077868	+	EPS8L1
chr19	55277856	55281856	-	HSPBP1
chr19	55278110	55282110	-	HSPBP1
chr19	55226763	55230763	-	TMEM86B
chr19	55257017	55261017	-	PPP6R1
chr19	55278383	55282383	-	HSPBP1
chr19	55352719	55356719	-	COX6B2
chr19	55361260	55365260	-	FAM71E2
chr19	55383931	55387931	+	RPL28
chr19	55323341	55327341	-	TMEM150B
chr19	55405788	55409788	-	UBE2S
chr19	55368463	55372463	-	IL11
chr19	55440863	55444863	-	SHISA7
chr19	55374825	55378825	+	TMEM190
chr19	55382292	55386292	-	TMEM238
chr19	55337875	55341875	+	KMT5C
chr19	55459642	55463642	-	ISOC2
chr19	55486435	55490435	+	SSC5D
chr19	55483187	55487187	+	NAT14
chr19	55474616	55478616	+	ZNF628
chr19	55543543	55547543	-	SBK3
chr19	55535133	55539133	-	SBK2
chr19	55640096	55644096	+	ZNF580
chr19	55639001	55643001	+	ZNF580
chr19	55640051	55644051	+	ZNF580
chr19	55674624	55678624	+	EPN1
chr19	55603646	55607646	+	ZNF865
chr19	55646211	55650211	+	CCDC106
chr19	55646018	55650018	+	CCDC106
chr19	55653034	55657034	+	U2AF2
chr19	55597517	55601517	-	FIZ1
chr19	55598287	55602287	+	ZNF524
chr19	55645587	55649587	+	CCDC106
chr19	55673194	55677194	+	EPN1
chr19	55645399	55649399	+	CCDC106
chr19	55641648	55645648	+	ZNF581
chr19	55578848	55582848	-	ZNF579
chr19	55622566	55626566	-	ZNF784
chr19	55757140	55761140	+	RFPL4A
chr19	55767117	55771117	+	RFPL4AL1
chr19	55736402	55740402	-	NLRP9
chr19	55834575	55838575	-	NLRP11
chr19	55930336	55934336	-	NLRP13
chr19	55997725	56001725	+	NLRP5
chr19	56139286	56143286	+	ZNF444
chr19	56174007	56178007	+	GALP
chr19	56203913	56207913	+	ZSCAN5C
chr19	56174019	56178019	+	GALP
chr19	56195890	56199890	-	ZSCAN5B
chr19	56270747	56274747	+	EDDM13
chr19	56391534	56395534	-	ZNF582
chr19	56475401	56479401	-	ZNF667
chr19	56475345	56479345	-	ZNF667
chr19	56402331	56406331	+	ZNF583
chr19	56402013	56406013	+	ZNF583
chr19	56565467	56569467	+	ZNF470
chr19	56536947	56540947	+	ZFP28
chr19	56505854	56509854	+	ZNF471
chr19	56641158	56645158	+	SMIM17
chr19	56669757	56673757	-	ZNF835
chr19	56838726	56842726	-	PEG3
chr19	56838726	56842726	-	ZIM2
chr19	56838729	56842729	-	ZIM2
chr19	56835808	56839808	-	PEG3
chr19	57143202	57147202	-	ZIM3
chr19	57118140	57122140	+	USP29
chr19	57165485	57169485	-	DUXA
chr19	57229022	57233022	+	AURKC
chr19	57238631	57242631	+	ZNF805
chr19	57189499	57193499	+	ZNF264
chr19	57349273	57353273	+	ZNF304
chr19	57278484	57282484	+	ZNF460
chr19	57387849	57391849	+	ZNF548
chr19	57277966	57281966	+	ZNF460
chr19	57361550	57365550	+	TRAPPC2B
chr19	57387853	57391853	+	ZNF548
chr19	57361550	57365550	+	ZNF547
chr19	57318471	57322471	+	ZNF543
chr19	57349270	57353270	+	ZNF304
chr19	57433324	57437324	+	ZNF749
chr19	57497937	57501937	+	ZNF773
chr19	57497853	57501853	+	ZNF773
chr19	57475566	57479566	-	ZNF772
chr19	57454739	57458739	-	VN1R1
chr19	57485749	57489749	+	ZNF419
chr19	57409160	57413160	+	ZNF17
chr19	57582144	57586144	+	ZIK1
chr19	57576911	57580911	-	ZNF416
chr19	57631166	57635166	+	ZNF211
chr19	57597884	57601884	+	ZNF530
chr19	57631167	57635167	+	ZNF211
chr19	57576927	57580927	-	ZNF416
chr19	57557863	57561863	-	ZNF550
chr19	57612241	57616241	+	ZNF134
chr19	57767651	57771651	+	ZNF586
chr19	57725624	57729624	-	ZNF671
chr19	57744814	57748814	+	ZNF776
chr19	57679976	57683976	+	ZNF551
chr19	57707204	57711204	-	ZNF154
chr19	57767675	57771675	+	ZNF586
chr19	57828298	57832298	+	ZNF587B
chr19	57914592	57918592	-	ZNF417
chr19	57887037	57891037	-	ZNF814
chr19	57847858	57851858	+	ZNF587
chr19	57812913	57816913	-	ZNF552
chr19	58000820	58004820	-	ZNF606
chr19	58032024	58036024	+	ZSCAN1
chr19	57945706	57949706	-	ZNF256
chr19	58001346	58005346	-	ZNF606
chr19	57972534	57976534	-	C19orf18
chr19	58096231	58100231	-	ZSCAN18
chr19	58116426	58120426	-	ZSCAN18
chr19	58096363	58100363	-	ZSCAN18
chr19	58148789	58152789	-	ZNF329
chr19	58226913	58230913	+	ZNF544
chr19	58276954	58280954	+	ZNF8
chr19	58226680	58230680	+	ZNF544
chr19	58394089	58398089	+	RNF225
chr19	58351492	58355492	-	A1BG
chr19	58360751	58364751	-	ZNF497
chr19	58406648	58410648	+	ZNF584
chr19	58385268	58389268	+	RPS5
chr19	58438153	58442153	-	ZNF132
chr19	58406673	58410673	+	ZNF584
chr19	58379030	58383030	-	ZNF837
chr19	58449621	58453621	+	ZNF324B
chr19	58509992	58513992	-	SLC27A5
chr19	58517602	58521602	-	ZBTB45
chr19	58517810	58521810	-	ZBTB45
chr19	58474351	58478351	+	ZNF446
chr19	58542063	58546063	+	TRIM28
chr19	58556611	58560611	-	UBE2M
chr19	58571335	58575335	-	MZF1
chr19	58510065	58514065	-	SLC27A5
chr19	58465079	58469079	+	ZNF324
chr19	58553105	58557105	-	CHMP2A
chr19	58475178	58479178	+	ZNF446
chr19	58571575	58575575	-	MZF1
chr19	58536911	58540911	-	ZBTB45
chr19	58539712	58543712	-	ZBTB45
chr20	8130265	8134265	+	PLCB1
chr20	33488095	33492095	+	CBFA2T2
chr20	3157865	3161865	-	UBOX5
chr20	13636936	13640936	-	TASP1
chr20	10433304	10437304	+	SLX4IP
chr20	15194839	15198839	+	MACROD2
chr20	9067086	9071086	+	PLCB4
chr20	13993515	13997515	+	MACROD2
chr20	13636932	13640932	-	TASP1
chr20	9066677	9070677	+	PLCB4
chr20	19756257	19760257	+	RIN2
chr20	19884520	19888520	+	RIN2
chr20	32583333	32587333	-	NOL4L
chr20	36744090	36748090	-	NDRG3
chr20	37691954	37695954	+	CTNNBL1
chr20	35662900	35666900	-	CPNE1
chr20	35662900	35666900	-	RBM12
chr20	35651909	35655909	-	CPNE1
chr20	37692029	37696029	+	CTNNBL1
chr20	34675092	34679092	-	PIGU
chr20	43914129	43918129	+	TOX2
chr20	46892842	46896842	+	EYA2
chr20	43943895	43947895	+	TOX2
chr20	43912851	43916851	+	TOX2
chr20	43187906	43191906	-	PTPRT
chr20	46892623	46896623	+	EYA2
chr20	53183282	53187282	+	TSHZ2
chr20	57709536	57713536	-	PMEPA1
chr20	57708577	57712577	-	PMEPA1
chr20	54473592	54477592	+	DOK5
chr20	57688686	57692686	-	PMEPA1
chr20	57708015	57712015	-	PMEPA1
chr20	52970357	52974357	+	TSHZ2
chr20	59626608	59630608	+	PHACTR3
chr20	59575508	59579508	+	PHACTR3
chr20	61597760	61601760	+	CDH4
chr20	63967930	63971930	-	ZNF512B
chr20	62935952	62939952	-	DIDO1
chr20	61497420	61501420	+	CDH4
chr20	62935904	62939904	-	DIDO1
chr20	62924505	62928505	-	DIDO1
chr20	62924551	62928551	-	DIDO1
chr20	59674660	59678660	+	PHACTR3
chr20	61250260	61254260	+	CDH4
chr20	59602539	59606539	+	PHACTR3
chr20	59719209	59723209	+	PHACTR3
chr20	379294	383294	+	TRIB3
chr20	541790	545790	-	CSNK2A1
chr20	379342	383342	+	TRIB3
chr20	379305	383305	+	TRIB3
chr20	378628	382628	+	TRIB3
chr20	1311673	1315673	-	SDCBP2
chr20	1323869	1327869	-	SDCBP2
chr20	1586697	1590697	-	SIRPB1
chr20	1327139	1331139	-	SDCBP2
chr20	1618094	1622094	-	SIRPB1
chr20	1618009	1622009	-	SIRPB1
chr20	2522522	2526522	-	ZNF343
chr20	2862194	2866194	+	PTPRA
chr20	2690877	2694877	+	EBF4
chr20	2506915	2510915	-	ZNF343
chr20	2507132	2511132	-	ZNF343
chr20	2534572	2538572	+	TMC2
chr20	2871480	2875480	+	PTPRA
chr20	4013558	4017558	-	RNF24
chr20	3469017	3473017	+	ATRN
chr20	3680010	3684010	-	ADAM33
chr20	3405662	3409662	-	C20orf194
chr20	3793738	3797738	+	CDC25B
chr20	3784771	3788771	+	CDC25B
chr20	3798061	3802061	+	CDC25B
chr20	5111087	5115087	-	TMEM230
chr20	4999510	5003510	-	SLC23A2
chr20	5111076	5115076	-	TMEM230
chr20	5008313	5012313	-	SLC23A2
chr20	5748400	5752400	+	SHLD1
chr20	5748386	5752386	+	SHLD1
chr20	6005248	6009248	+	CRLS1
chr20	6004122	6008122	+	CRLS1
chr20	6003937	6007937	+	CRLS1
chr20	6004666	6008666	+	CRLS1
chr20	8017761	8021761	-	TMX4
chr20	10216955	10220955	+	SNAP25
chr20	10216829	10220829	+	SNAP25
chr20	9837076	9841076	-	PAK5
chr20	13006971	13010971	+	SPTLC3
chr20	13219273	13223273	+	ISM1
chr20	13993333	13997333	-	SEL1L2
chr20	13988614	13992614	-	SEL1L2
chr20	13782886	13786886	-	ESF1
chr20	13782933	13786933	-	ESF1
chr20	16571448	16575448	-	KIF16B
chr20	17224106	17228106	+	PCSK2
chr20	17567220	17571220	-	BFSP1
chr20	17691674	17695674	+	BANF2
chr20	17225039	17229039	+	PCSK2
chr20	18586053	18590053	+	DTD1
chr20	17966794	17970794	-	SNX5
chr20	18465389	18469389	+	POLR3F
chr20	19210641	19214641	+	SLC24A3
chr20	20054046	20058046	-	CRNKL1
chr20	20050531	20054531	+	CFAP61
chr20	20710644	20714644	-	RALGAPA2
chr20	21124081	21128081	+	KIZ
chr20	21301330	21305330	+	XRN2
chr20	21301497	21305497	+	XRN2
chr20	21123974	21127974	+	KIZ
chr20	23984875	23988875	-	GGTLC1
chr20	23986779	23990779	-	GGTLC1
chr20	25056139	25060139	-	ACSS1
chr20	24467805	24471805	+	SYNDIG1
chr20	24467198	24471198	+	SYNDIG1
chr20	25056182	25060182	-	ACSS1
chr20	24467628	24471628	+	SYNDIG1
chr20	25583531	25587531	-	NINL
chr20	25388835	25392835	-	ABHD12
chr20	25246084	25250084	+	PYGB
chr20	25694853	25698853	-	ZNF337
chr20	25405672	25409672	+	GINS1
chr20	31966150	31970150	+	XKR7
chr20	31720868	31724868	-	BCL2L1
chr20	32357064	32361064	+	ASXL1
chr20	31868664	31872664	-	DUSP15
chr20	32356330	32360330	+	ASXL1
chr20	32107727	32111727	+	TM9SF4
chr20	32107713	32111713	+	TM9SF4
chr20	31721963	31725963	-	BCL2L1
chr20	31720500	31724500	-	BCL2L1
chr20	33281213	33285213	+	BPIFB1
chr20	32856922	32860922	+	EFCAB8
chr20	33441763	33445763	-	SNTA1
chr20	32760384	32764384	+	DNMT3B
chr20	32671941	32675941	-	C20orf203
chr20	33684385	33688385	-	E2F1
chr20	33991910	33995910	+	RALY
chr20	34361272	34365272	+	ITCH
chr20	33809347	33813347	+	CHMP4B
chr20	34192561	34196561	+	ASIP
chr20	35276122	35280122	-	MMP24-AS1-EDEM2
chr20	35145336	35149336	-	EDEM2
chr20	35410142	35414142	-	UQCC1
chr20	35409973	35413973	-	UQCC1
chr20	34823651	34827651	-	NCOA6
chr20	34819639	34823639	-	NCOA6
chr20	34870858	34874858	-	GGT7
chr20	35224689	35228689	+	MMP24
chr20	34870856	34874856	-	GGT7
chr20	34780404	34784404	-	NCOA6
chr20	34953867	34957867	+	MYH7B
chr20	36089413	36093413	+	EPB41L1
chr20	35770014	35774014	+	PHF20
chr20	36152739	36156739	+	EPB41L1
chr20	36090709	36094709	+	EPB41L1
chr20	36304338	36308338	+	DLGAP4
chr20	37177329	37181329	+	RPN2
chr20	37093997	37097997	-	RBL1
chr20	36857873	36861873	-	SOGA1
chr20	37177045	37181045	+	RPN2
chr20	37342684	37346684	+	SRC
chr20	37344139	37348139	+	SRC
chr20	36861538	36865538	-	SOGA1
chr20	38163270	38167270	-	TGM2
chr20	38031456	38035456	-	TTI1
chr20	38470842	38474842	+	RALGAPB
chr20	38164508	38168508	-	TGM2
chr20	38924416	38928416	+	FAM83D
chr20	41135542	41139542	+	PLCG1
chr20	41298120	41302120	-	ZHX3
chr20	41616377	41620377	-	CHD6
chr20	41315731	41319731	-	ZHX3
chr20	43588936	43592936	+	IFT52
chr20	43512440	43516440	+	L3MBTL1
chr20	43505696	43509696	+	L3MBTL1
chr20	44185188	44189188	-	JPH2
