chr	start_promoter	end_promoter	strand	gene_name
chr15	101489512	101493512	-	KRT83
chr15	101530820	101534820	-	KRT84
chr15	101548659	101552659	-	KRT82
chr15	101560950	101564950	-	KRT90
chr15	101571904	101575904	-	KRT75
chr15	101626188	101630188	-	GM5414
chr15	101645380	101649380	-	GM5478
chr15	101678289	101682289	-	KRT6B
chr15	101692307	101696307	-	KRT6A
chr15	101710891	101714891	-	KRT5
chr15	101741109	101745109	-	KRT71
chr15	101761504	101765504	-	KRT74
chr15	101784458	101788458	-	KRT72
chr15	101800343	101804343	-	KRT73
chr15	101816169	101820169	-	KRT2
chr15	101848786	101852786	-	KRT1
chr15	101867705	101871705	-	KRT77
chr15	101890920	101894920	-	KRT76
chr15	101922735	101926735	-	KRT4
chr15	101938324	101942324	-	KRT79
chr15	101952287	101956287	-	KRT78
chr15	102002342	102006342	-	KRT8
chr15	102026216	102030216	+	KRT18
chr15	102071773	102075773	+	EIF4B
chr15	102100988	102104988	+	TNS2
chr15	102134234	102138234	-	SPRYD3
chr15	102142362	102146362	+	IGFBP6
chr15	102148526	102152526	+	SOAT2
chr15	102187043	102191043	-	CSAD
chr15	102201648	102205648	+	ZFP740
chr15	102229935	102233935	-	ITGB7
chr15	102255517	102259517	-	RARG
chr15	102277456	102281456	+	MFSD5
chr15	102294293	102298293	+	ESPL1
chr15	102324116	102328116	+	PFDN5
chr15	102329709	102333709	+	MYG1
chr15	102348759	102352759	-	AAAS
chr15	102364325	102368325	-	SP7
chr15	102404143	102408143	+	SP1
chr15	102443367	102447367	+	AMHR2
chr15	102457028	102461028	+	PRR13
chr15	102468632	102472632	+	PCBP2
chr15	102515064	102519064	-	MAP3K12
chr15	102501722	102505722	+	GM10337
chr15	102516192	102520192	+	TARBP2
chr15	102522942	102526942	-	NPFF
chr15	102623067	102627067	-	GM28047
chr15	102623464	102627464	-	ATF7
chr15	102670352	102674352	-	ATP5G2
chr15	102720178	102724178	-	CALCOCO1
chr15	102919103	102923103	+	HOXC13
chr15	102934757	102938757	+	HOXC12
chr15	102952427	102956427	+	HOXC11
chr15	102964796	102968796	+	HOXC10
chr15	102965443	102969443	+	HOXC5
chr15	102974439	102978439	+	HOXC9
chr15	102988607	102992607	+	HOXC8
chr15	102996257	103000257	+	HOXC6
chr15	103016934	103020934	+	HOXC4
chr15	103156002	103160002	-	SMUG1
chr15	103237816	103241816	-	CBX5
chr15	103238432	103242432	+	HNRNPA1
chr15	103256403	103260403	-	NFE2
chr15	103270911	103274911	+	COPZ1
chr15	103308438	103312438	-	GPR84
chr15	103338086	103342086	-	ZFP385A
chr15	103364763	103368763	-	ITGA5
chr15	103428470	103432470	-	GTSF1
chr15	103446459	103450459	-	BC048502
chr15	103451825	103455825	+	NCKAP1L
chr15	103501298	103505298	+	PDE1B
chr15	103535992	103539992	-	PPP1R1A
chr15	103563078	103567078	-	GLYCAM1
chr15	103897309	103901309	-	MUCL2
chr16	3590398	3594398	+	OLFR161
chr16	3716124	3720124	-	MEFV
chr16	3742093	3746093	+	ZFP263
chr16	3836975	3840975	+	OLFR15
chr16	3845268	3849268	+	ZFP174
chr16	3882561	3886561	-	ZFP597
chr16	3870375	3874375	+	NAA60
chr16	3882648	3886648	+	GM20695
chr16	3906689	3910689	-	1700037C18RIK
chr16	3906801	3910801	+	CLUAP1
chr16	3974632	3978632	-	NLRC3
chr16	4001770	4005770	-	SLX4
chr16	4034942	4038942	+	DNASE1
chr16	4075827	4079827	-	TRAP1
chr16	4211997	4215997	-	CREBBP
chr16	4418498	4422498	-	ADCY9
chr16	4539816	4543816	-	SRL
chr16	4557720	4561720	-	TFAP4
chr16	4592713	4596713	+	GLIS2
chr16	4622988	4626988	-	PAM16
chr16	4677777	4681777	-	CORO7
chr16	4637941	4641941	+	VASN
chr16	4637989	4641989	+	DNAJA3
chr16	4717356	4721356	-	NMRAL1
chr16	4724361	4728361	+	HMOX2
chr16	4788292	4792292	-	CDIP1
chr16	4833416	4837416	+	4930562C15RIK
chr16	4878315	4882315	-	UBALD1
chr16	4884100	4888100	+	MGRN1
chr16	4937111	4941111	+	NUDT16L1
chr16	4962237	4966237	-	ANKS3
chr16	4966936	4970936	+	4930451G09RIK
chr16	4995852	4999852	-	SEPT12
chr16	5005288	5009288	+	SMIM22
chr16	5011553	5015553	-	ROGDI
chr16	5047910	5051910	-	GLYR1
chr16	5048068	5052068	+	UBN1
chr16	5130481	5134481	-	PPL
chr16	5145109	5149109	+	SEC14L5
chr16	5202012	5206012	-	NAGPA
chr16	5220299	5224299	-	AU021092
chr16	5231621	5235621	+	ALG1
chr16	5253983	5257983	-	EEF2KMT
chr16	6807222	6811222	+	RBFOX1
chr16	8423136	8427136	-	TMEM114
chr16	8468788	8472788	+	METTL22
chr16	8511429	8515429	+	ABAT
chr16	8635712	8639712	-	TMEM186
chr16	8635674	8639674	+	PMM2
chr16	8670153	8674153	-	CARHSP1
chr16	8678770	8682770	+	GM43786
chr16	8790308	8794308	-	USP7
chr16	8828100	8832100	+	1810013L24RIK
chr16	9993560	9997560	-	GRIN2A
chr16	10168226	10172226	+	RPL39L
chr16	10190712	10194712	+	ATF7IP2
chr16	10311968	10315968	-	EMP2
chr16	10393490	10397490	-	TEKT5
chr16	10409948	10413948	+	NUBP1
chr16	10445362	10449362	-	TVP23A
chr16	10486178	10490178	+	CIITA
chr16	10541054	10545054	-	DEXI
chr16	10543339	10547339	+	CLEC16A
chr16	10783536	10787536	-	SOCS1
chr16	10786655	10790655	-	TNP2
chr16	10788914	10792914	-	PRM3
chr16	10794134	10798134	-	PRM2
chr16	10794886	10798886	-	PRM1
chr16	10810915	10814915	+	GM11172
chr16	10833059	10837059	+	RMI2
chr16	11064157	11068157	-	LITAF
chr16	11064298	11068298	+	SNN
chr16	11132650	11136650	-	TXNDC11
chr16	11174393	11178393	-	ZC3H7A
chr16	11201331	11205331	-	RSL1D1
chr16	11252270	11256270	-	GSPT1
chr16	11311812	11315812	+	TNFRSF17
chr16	11320908	11324908	+	SNX29
chr16	11907445	11911445	-	CPPED1
chr16	11899363	11903363	+	GM9961
chr16	11982113	11986113	+	SHISA9
chr16	13107684	13111684	+	ERCC4
chr16	13254481	13258481	+	MKL2
chr16	13666170	13670170	-	PARN
chr16	13669858	13673858	+	BFAR
chr16	13669929	13673929	+	3110001I22RIK
chr16	13728983	13732983	-	PLA2G10
chr16	13778699	13782699	+	RRN3
chr16	13817251	13821251	+	NTAN1
chr16	13901131	13905131	-	PDXDC1
chr16	13901161	13905161	+	MPV17L
chr16	13984855	13988855	-	IFITM7
chr16	13984604	13988604	+	2900011O08RIK
chr16	14157274	14161274	-	MARF1
chr16	14161275	14165275	+	NDE1
chr16	14289408	14293408	-	MYH11
chr16	14315375	14319375	-	FOPNL
chr16	14359558	14363558	+	ABCC1
chr16	14500100	14504100	+	GM1758
chr16	14560316	14564316	+	A630010A05RIK
chr16	14703852	14707852	+	SNAI2
chr16	14904637	14908637	+	EFCAB1
chr16	15315458	15319458	+	GM21897
chr16	15592524	15596524	-	UBE2V2
chr16	15635400	15639400	-	MCM4
chr16	15635866	15639866	+	PRKDC
chr16	15861369	15865369	-	MZT2
chr16	15885286	15889286	+	CEBPD
chr16	16144851	16148851	-	SPIDR
chr16	16211318	16215318	+	PKP2
chr16	16300965	16304965	+	YARS2
chr16	16357030	16361030	-	DNM1L
chr16	16598549	16602549	-	FGD4
chr16	16674405	16678405	-	OLFR19
chr16	16827456	16831456	-	SPAG6L
chr16	16861985	16865985	-	IGLL1
chr16	16868843	16872843	-	VPREB1
chr16	16868736	16872736	+	TOP3B
chr16	16894469	16898469	+	PPM1F
chr16	16981382	16985382	+	MAPK1
chr16	17067696	17071696	+	YPEL1
chr16	17109257	17113257	-	PPIL2
chr16	17123140	17127140	-	2610318N02RIK
chr16	17130383	17134383	-	SDF2L1
chr16	17145229	17149229	-	CCDC116
chr16	17142621	17146621	+	YDJC
chr16	17200649	17204649	-	UBE2L3
chr16	17206135	17210135	+	RIMBP3
chr16	17231572	17235572	+	HIC2
chr16	17274300	17278300	+	TMEM191C
chr16	17404314	17408314	-	PI4KA
chr16	17329371	17333371	+	SERPIND1
chr16	17404003	17408003	+	SNAP29
chr16	17449987	17453987	+	CRKL
chr16	17487611	17491611	+	AIFM3
chr16	17506688	17510688	+	LZTR1
chr16	17529136	17533136	-	THAP7
chr16	17559247	17563247	-	LRRC74B
chr16	17559885	17563885	+	P2RX6
chr16	17574998	17578998	-	SLC7A4
chr16	17617354	17621354	+	SMPD4
chr16	17644470	17648470	+	CCDC74A
chr16	17720930	17724930	-	MED15
chr16	17757618	17761618	+	KLHL22
chr16	17795282	17799282	+	SCARF2
chr16	17836364	17840364	-	CAR15
chr16	17889671	17893671	-	GM20518
chr16	17892145	17896145	-	DGCR2
chr16	17892223	17896223	+	TSSK1
chr16	17896637	17900637	+	TSSK2
chr16	17909348	17913348	-	DGCR14
chr16	17913059	17917059	-	GSC2
chr16	17926219	17930219	-	SLC25A1
chr16	17978565	17982565	+	VPREB2
chr16	18050860	18054860	+	DGCR6
chr16	18088203	18092203	-	PRODH
chr16	18125642	18129642	+	RTN4R
chr16	18216170	18220170	+	CCDC188
chr16	18233136	18237136	-	ZDHHC8
chr16	18246732	18250732	-	RANBP1
chr16	18246679	18250679	+	TRMT2A
chr16	18287249	18291249	-	DGCR8
chr16	18346103	18350103	-	TANGO2
chr16	18346182	18350182	+	ARVCF
chr16	18424852	18428852	-	COMT
chr16	18424384	18428384	+	TXNRD2
chr16	18496768	18500768	+	GNB1L
chr16	18496901	18500901	+	GM16314
chr16	18584969	18588969	-	TBX1
chr16	18620403	18624403	-	GP1BB
chr16	18627938	18631938	-	SEPT5
chr16	18774847	18778847	+	CLDN5
chr16	18809987	18813987	-	CDC45
chr16	18809779	18813779	+	UFD1L
chr16	18834578	18838578	+	2510002D24RIK
chr16	18834584	18838584	+	GM28539
chr16	18874767	18878767	-	MRPL40
chr16	18875037	18879037	+	HIRA
chr16	19284837	19288837	-	OLFR164
chr16	19421134	19425134	-	OLFR165
chr16	19406017	19410017	-	OLFR165
chr16	19484793	19488793	+	OLFR166
chr16	19513634	19517634	-	OLFR167
chr16	19528918	19532918	-	OLFR168
chr16	19564881	19568881	-	OLFR169
chr16	19604703	19608703	-	OLFR170
chr16	19604666	19608666	-	OLFR170
chr16	19627916	19631916	-	OLFR171
chr16	19704365	19708365	-	LAMP3
chr16	19758208	19762208	+	B3GNT5
chr16	19881897	19885897	-	A930003A15RIK
chr16	19981037	19985037	-	KLHL6
chr16	20095554	20099554	+	KLHL24
chr16	20139063	20143063	+	YEATS2
chr16	20239358	20243358	-	MAP6D1
chr16	20300387	20304387	-	PARL
chr16	20321065	20325065	-	CYP2AB1
chr16	20424394	20428394	-	ABCC5
chr16	20496817	20500817	+	EIF2B5
chr16	20514982	20518982	+	DVL3
chr16	20533478	20537478	+	AP2M1
chr16	20546577	20550577	+	ABCF3
chr16	20587471	20591471	+	VWA5B2
chr16	20608768	20612768	-	ALG3
chr16	20609593	20613593	+	ECE2
chr16	20619287	20623287	-	CAMK2N2
chr16	20649652	20653652	+	PSMD2
chr16	20666313	20670313	+	EIF4G1
chr16	20691282	20695282	+	FAM131A
chr16	20715746	20719746	-	CLCN2
chr16	20715665	20719665	+	POLR2H
chr16	20732511	20736511	-	THPO
chr16	20731127	20735127	+	CHRD
chr16	21152000	21156000	-	TEDDM3
chr16	21202755	21206755	+	EPHB3
chr16	21421118	21425118	+	VPS8
chr16	21692665	21696665	-	2510009E07RIK
chr16	21785844	21789844	-	EHHADH
chr16	21889969	21893969	+	MAP3K13
chr16	21945552	21949552	-	TMEM41A
chr16	21993542	21997542	-	LIPH
chr16	22007484	22011484	+	SENP2
chr16	22161299	22165299	-	IGF2BP2
chr16	22264005	22268005	-	TRA2B
chr16	22437719	22441719	-	ETV5
chr16	22655221	22659221	-	DGKG
chr16	22809410	22813410	-	CRYGS
chr16	22855569	22859569	-	TBCCD1
chr16	22855845	22859845	+	DNAJB11
chr16	22890042	22894042	+	AHSG
chr16	22916382	22920382	+	FETUB
chr16	22949072	22953072	+	HRG
chr16	23027101	23031101	-	KNG2
chr16	23055865	23059865	+	KNG1
chr16	23105444	23109444	+	EIF4A2
chr16	23125737	23129737	-	RFC4
chr16	23144536	23148536	+	ADIPOQ
chr16	23223368	23227368	-	BC106179
chr16	23222740	23226740	+	ST6GAL1
chr16	23427133	23431133	+	RTP1
chr16	23518590	23522590	-	MASP1
chr16	23518291	23522291	+	RTP4
chr16	23888844	23892844	-	SST
chr16	23928787	23932787	-	RTP2
chr16	23986852	23990852	-	BCL6
chr16	23986482	23990482	+	GM37419
chr16	24391350	24395350	+	LPP
chr16	25284817	25288817	+	TPRG
chr16	25681763	25685763	+	TRP63
chr16	26103784	26107784	-	P3H2
chr16	26369841	26373841	-	CLDN1
chr16	26461135	26465135	+	CLDN16
chr16	26524771	26528771	-	TMEM207
chr16	26579704	26583704	+	IL1RAP
chr16	26987974	26991974	-	GMNC
chr16	27305489	27309489	+	OSTN
chr16	27368239	27372239	-	UTS2B
chr16	27386869	27390869	+	CCDC50
chr16	28443227	28447227	-	FGF12
chr16	28927698	28931698	-	MB21D2
chr16	29207695	29211695	+	HRASLS
chr16	29376732	29380732	-	ATP13A5
chr16	29542864	29546864	-	ATP13A4
chr16	29577334	29581334	+	OPA1
chr16	29960307	29964307	-	GM1968
chr16	30062384	30066384	+	HES1
chr16	30265532	30269532	-	CPN2
chr16	30281256	30285256	-	LRRC15
chr16	30308779	30312779	-	GP5
chr16	30386837	30390837	-	ATP13A3
chr16	30548842	30552842	-	TMEM44
chr16	30585592	30589592	-	LSG1
chr16	30597723	30601723	+	FAM43A
chr16	31079432	31083432	-	XXYLT1
chr16	31199238	31203238	-	ACAP2
chr16	31273277	31277277	-	PPP1R2
chr16	31312808	31316808	-	APOD
chr16	31420280	31424280	+	BDH1
chr16	31661443	31665443	+	DLG1
chr16	31876810	31880810	+	MFI2
chr16	31931851	31935851	+	PIGZ
chr16	31946494	31950494	-	0610012G03RIK
chr16	31946513	31950513	+	NCBP2
chr16	32001287	32005287	-	SENP5
chr16	32077342	32081342	-	PAK2
chr16	32097738	32101738	-	PIGX
chr16	32097800	32101800	+	CEP19
chr16	32163594	32167594	-	NRROS
chr16	32184186	32188186	+	BEX6
chr16	32245158	32249158	-	FBXO45
chr16	32245227	32249227	+	WDR53
chr16	32269468	32273468	+	SMCO1
chr16	32275459	32279459	+	RNF168
chr16	32330252	32334252	+	UBXN7
chr16	32398506	32402506	+	TM4SF19
chr16	32417702	32421702	+	TCTEX1D2
chr16	32428921	32432921	+	PCYT1A
chr16	32485879	32489879	-	SLC51A
chr16	32494265	32498265	+	ZDHHC19
chr16	32606920	32610920	+	TFRC
chr16	32641874	32645874	+	TNK2
chr16	32733886	32737886	+	MUC4
chr16	32795435	32799435	-	MUC20
chr16	32808477	32812477	-	GM933
chr16	32875766	32879766	-	RUBCN
chr16	32875500	32879500	+	FYTTD1
chr16	32912100	32916100	+	LRCH3
chr16	33054218	33058218	-	IQCG
chr16	33054453	33058453	+	RPL35A
chr16	33060521	33064521	+	LMLN
chr16	33183071	33187071	+	OSBPL11
chr16	33249456	33253456	+	SNX4
chr16	33378775	33382775	+	ZFP148
chr16	33515328	33519328	+	SLC12A8
chr16	33682466	33686466	+	HEG1
chr16	33792037	33796037	+	MUC13
chr16	33827665	33831665	+	ITGB5
chr16	33965038	33969038	-	UMPS
chr16	34571532	34575532	-	KALRN
chr16	34647921	34651921	+	ROPN1
chr16	34688616	34692616	+	CCDC14
chr16	34743210	34747210	+	MYLK
chr16	35020421	35024421	+	HACD2
chr16	35152877	35156877	+	ADCY5
chr16	35361918	35365918	-	SEC22A
chr16	35488873	35492873	-	PDIA5
chr16	35539145	35543145	+	SEMA5B
chr16	35767356	35771356	-	DIRC2
chr16	35768386	35772386	+	HSPBAP1
chr16	35869544	35873544	-	PARP14
chr16	35937151	35941151	-	DTX3L
chr16	35936470	35940470	+	PARP9
chr16	35976750	35980750	+	KPNA1
chr16	36039190	36043190	+	WDR5B
chr16	36069515	36073515	-	FAM162A
chr16	36069660	36073660	+	CCDC58
chr16	36129241	36133241	-	CSTA1
chr16	36154811	36158811	+	STFA2L1
chr16	36182212	36186212	+	GM5483
chr16	36208403	36212403	+	GM5416
chr16	36219468	36223468	+	2010005H15RIK
chr16	36275148	36279148	+	STFA1
chr16	36306045	36310045	+	GM4758
chr16	36332332	36336332	-	BC117090
chr16	36365748	36369748	-	BC100530
chr16	36406363	36410363	-	STFA2
chr16	36453392	36457392	-	STFA3
chr16	36560141	36564141	-	CASR
chr16	36664081	36668081	-	CD86
chr16	36691978	36695978	+	ILDR1
chr16	36782962	36786962	-	SLC15A2
chr16	36873003	36877003	-	EAF2
chr16	36826385	36830385	+	IQCB1
chr16	36873140	36877140	+	GOLGB1
chr16	36932983	36936983	+	HCLS1
chr16	36988467	36992467	-	FBXO40
chr16	37009786	37013786	+	POLQ
chr16	37382962	37386962	-	STXBP5L
chr16	37537789	37541789	-	GTF2E1
chr16	37537885	37541885	+	RABL3
chr16	37578153	37582153	+	HGD
chr16	37652453	37656453	-	NDUFB4
chr16	37774873	37778873	+	FSTL1
chr16	37859146	37863146	-	GM36028
chr16	37866389	37870389	+	LRRC58
chr16	37914496	37918496	+	GPR156
chr16	38087001	38091001	+	GSK3B
chr16	38292824	38296824	-	NR1I2
chr16	38340143	38344143	-	MAATS1
chr16	38344991	38348991	+	COX17
chr16	38345040	38349040	+	GM21987
chr16	38360209	38364209	+	POPDC2
chr16	38431145	38435145	-	PLA1A
chr16	38450689	38454689	-	ADPRH
chr16	38456933	38460933	+	CD80
chr16	38520663	38524663	-	TIMMDC1
chr16	38548258	38552258	-	POGLUT1
chr16	38556698	38560698	+	TMEM39A
chr16	38711274	38715274	-	ARHGAP31
chr16	38740264	38744264	+	B4GALT4
chr16	38798203	38802203	-	UPK1B
chr16	38826749	38830749	-	4930435E12RIK
chr16	38890671	38894671	+	IGSF11
chr16	39982361	39986361	+	LSAMP
chr16	42338651	42342651	-	GAP43
chr16	42873881	42877881	+	ZBTB20
chr16	43662184	43666184	-	TIGIT
chr16	43760221	43764221	+	DRD3
chr16	43924809	43928809	-	QTRTD1
chr16	43887800	43891800	+	CCDC191
chr16	43977093	43981093	-	ZDHHC23
chr16	44025945	44029945	-	GRAMD1C
chr16	44137705	44141705	-	ATP6V1A
chr16	44137830	44141830	+	NAA50
chr16	44171246	44175246	+	USF3
chr16	44331196	44335196	-	SIDT1
chr16	44345121	44349121	+	SPICE1
chr16	44392796	44396796	+	CFAP44
chr16	44556897	44560897	-	BOC
chr16	44722301	44726301	+	NEPRO
chr16	44744363	44748363	-	GTPBP8
chr16	44763736	44767736	+	CD200R1
chr16	44809733	44813733	+	CD200R4
chr16	44865097	44869097	+	CD200R2
chr16	44941678	44945678	+	CD200R3
chr16	45091402	45095402	+	CCDC80
chr16	45156706	45160706	-	SLC35A5
chr16	45156785	45160785	+	ATG3
chr16	45222315	45226315	+	BTLA
chr16	45407053	45411053	-	CD200
chr16	45490969	45494969	-	GM609
chr16	45533309	45537309	+	SLC9C1
chr16	45608380	45612380	+	GCSAM
chr16	45652118	45656118	-	BC016579
chr16	45691658	45695658	-	TMPRSS7
chr16	45722608	45726608	-	TAGLN3
chr16	45740955	45744955	-	ABHD10
chr16	45951598	45955598	-	PHLDB2
chr16	46008218	46012218	-	PLCXD2
chr16	46118251	46122251	-	CD96
chr16	46153077	46157077	-	GM4737
chr16	46496525	46500525	-	NECTIN3
chr16	48071444	48075444	+	GM7275
chr16	48281735	48285735	+	DPPA4
chr16	48308477	48312477	+	DPPA2
chr16	48429237	48433237	+	MORC1
chr16	48769956	48773956	-	TRAT1
chr16	48814856	48818856	+	RETNLB
chr16	48840552	48844552	+	RETNLA
chr16	48870608	48874608	+	RETNLG
chr16	48992165	48996165	-	DZIP3
chr16	48992185	48996185	+	C330027C09RIK
chr16	49055486	49059486	+	MYH15
chr16	49295394	49299394	-	GM5407
chr16	49697233	49701233	+	IFT57
chr16	49853618	49857618	+	CD47
chr16	50430390	50434390	-	BBX
chr16	50589154	50593154	-	CCDC54
chr16	52029549	52033549	+	CBLB
chr16	52452074	52456074	-	ALCAM
chr16	55295986	55299986	-	ZPLD1
chr16	55836899	55840899	-	NFKBIZ
chr16	55893279	55897279	-	NXPE3
chr16	55932855	55936855	-	CEP97
chr16	55964275	55968275	+	RPL24
chr16	55971883	55975883	+	ZBTB11
chr16	56027739	56031739	-	PCNP
chr16	56035819	56039819	-	TRMT10C
chr16	56046338	56050338	+	SENP7
chr16	56202313	56206313	+	IMPG2
chr16	56475846	56479846	+	ABI3BP
chr16	56715450	56719450	-	TFG
chr16	56793855	56797855	-	ADGRG7
chr16	56884166	56888166	-	TMEM45A
chr16	56926061	56930061	-	LNP1
chr16	57069346	57073346	-	TMEM45A2
chr16	57119714	57123714	+	TOMM70A
chr16	57165332	57169332	-	NIT2
chr16	57229466	57233466	-	TBC1D23
chr16	57290865	57294865	-	TMEM30C
chr16	57604825	57608825	-	CMSS1
chr16	57351093	57355093	+	FILIP1L
chr16	57752737	57756737	-	COL8A1
chr16	58406443	58410443	+	DCBLD2
chr16	58522243	58526243	-	ST3GAL6
chr16	58614978	58618978	-	GM813
chr16	58636739	58640739	-	E330017A01RIK
chr16	58668208	58672208	+	CPOX
chr16	58716724	58720724	-	GPR15
chr16	58725910	58729910	+	CLDND1
chr16	58759240	58763240	-	OLFR172
chr16	58798254	58802254	-	OLFR173
chr16	58824782	58828782	-	OLFR175-PS1
chr16	58871977	58875977	-	OLFR177
chr16	58890058	58894058	-	OLFR178
chr16	58927392	58931392	-	OLFR180
chr16	58926644	58930644	-	OLFR181
chr16	58993385	58997385	+	OLFR183
chr16	59028278	59032278	-	OLFR186
chr16	59037767	59041767	-	OLFR187
chr16	59075835	59079835	-	OLFR190
chr16	59087797	59091797	-	OLFR191
chr16	59109872	59113872	-	OLFR193
chr16	59118068	59122068	-	OLFR194
chr16	59145046	59149046	+	OLFR195
chr16	59168290	59172290	-	OLFR196
chr16	59201522	59205522	-	OLFR198
chr16	59214611	59218611	-	OLFR199
chr16	59267665	59271665	-	OLFR201
chr16	59282495	59286495	-	OLFR202
chr16	59301152	59305152	+	OLFR203
chr16	59316212	59320212	-	OLFR204
chr16	59327532	59331532	-	OLFR205
chr16	59343726	59347726	-	OLFR206
chr16	59361966	59365966	-	OLFR209
chr16	59405332	59409332	+	GABRR3
chr16	59469775	59473775	+	MINA
chr16	59553752	59557752	-	CRYBG3
chr16	59637391	59641391	-	ARL6
chr16	60603531	60607531	-	EPHA6
chr16	62784818	62788818	-	NSUN3
chr16	62845040	62849040	-	ARL13B
chr16	62812676	62816676	+	STX19
chr16	62852307	62856307	+	PROS1
chr16	63862158	63866158	-	EPHA3
chr16	64600408	64604408	-	CSNKA2IP
chr16	64769161	64773161	-	4930453N24RIK
chr16	64849652	64853652	-	ZFP654
chr16	64849996	64853996	+	CGGBP1
chr16	65103784	65107784	-	HTR1F
chr16	65518511	65522511	+	POU1F1
chr16	65560697	65564697	-	CHMP2B
chr16	65813633	65817633	+	VGLL3
chr16	67618908	67622908	-	CADM2
chr16	69861744	69865744	-	SPEER2
chr16	70311949	70315949	+	GBE1
chr16	72661149	72665149	+	ROBO1
chr16	74409825	74413825	-	ROBO2
chr16	75584061	75588061	-	LIPI
chr16	75590844	75594844	+	RBM11
chr16	75764821	75768821	-	HSPA13
chr16	76020270	76024270	-	SAMSN1
chr16	76371827	76375827	-	NRIP1
chr16	76401712	76405712	-	GM9843
chr16	77012069	77016069	+	USP25
chr16	77600094	77604094	-	GM11146
chr16	77844693	77848693	+	GM17333
chr16	78299496	78303496	+	CXADR
chr16	78375192	78379192	-	BTG3
chr16	78574657	78578657	-	D16ERTD472E
chr16	78928948	78932948	+	CHODL
chr16	79089097	79093097	-	TMPRSS15
chr16	81198697	81202697	+	NCAM2
chr16	82826382	82830382	+	GM21833
chr16	84513121	84517121	+	RP23-359P19.1
chr16	84733742	84737742	-	MRPL39
chr16	84772123	84776123	+	JAM2
chr16	84833625	84837625	-	ATP5J
chr16	84832925	84836925	+	GABPA
chr16	85171707	85175707	-	APP
chr16	85551397	85555397	-	CYYR1
chr16	85801113	85805113	-	ADAMTS1
chr16	85899125	85903125	-	ADAMTS5
chr16	87352185	87356185	+	N6AMT1
chr16	87430606	87434606	-	LTN1
chr16	87438573	87442573	-	RWDD2B
chr16	87452703	87456703	+	USP16
chr16	87493873	87497873	-	CCT8
chr16	87551330	87555330	+	MAP3K7CL
chr16	87696945	87700945	+	BACH1
chr16	88288258	88292258	-	GRIK1
chr16	88504978	88508978	-	CLDN17
chr16	88561183	88565183	-	CLDN8
chr16	88610279	88614279	-	KRTAP24-1
chr16	88625666	88629666	-	2310079G19RIK
chr16	88645796	88649796	-	KRTAP26-1
chr16	88669671	88673671	-	KRTAP27-1
chr16	88705962	88709962	-	2310061N02RIK
chr16	88726862	88730862	+	KRTAP13-1
chr16	88749628	88753628	-	KRTAP13
chr16	88756847	88760847	+	2310034C09RIK
chr16	88772206	88776206	-	2310057N15RIK
chr16	88775896	88779896	+	GM5965
chr16	88824145	88828145	-	KRTAP14
chr16	88818215	88822215	+	KRTAP15
chr16	88867410	88871410	-	KRTAP19-1
chr16	88872269	88876269	-	KRTAP19-2
chr16	88876038	88880038	-	KRTAP19-3
chr16	88883089	88887089	-	KRTAP19-4
chr16	88894450	88898450	-	KRTAP19-5
chr16	88922217	88926217	-	KRTAP19-9A
chr16	88930264	88934264	-	KRTAP19-9B
chr16	88960873	88964873	-	KRTAP16-3
chr16	89008759	89012759	-	KRTAP22-2
chr16	89013277	89017277	+	GM10229
chr16	89029699	89033699	+	KRTAP6-1
chr16	89039452	89043452	-	GM10228
chr16	89045899	89049899	-	KRTAP6-5
chr16	89062002	89066002	-	1110025L11RIK
chr16	89082015	89086015	+	KRTAP6-3
chr16	89138851	89142851	+	GM6358
chr16	89149086	89153086	+	GM10061
chr16	89155952	89159952	+	GM9789
chr16	89167490	89171490	+	GM7735
chr16	89172735	89176735	+	1110057P08RIK
chr16	89203861	89207861	+	KRTAP20-2
chr16	89401774	89405774	-	KRTAP21-1
chr16	89418111	89422111	-	KRTAP6-2
chr16	89485952	89489952	-	KRTAP8-1
chr16	89506323	89510323	-	KRTAP7-1
chr16	89569183	89573183	-	KRTAP11-1
chr16	89978080	89982080	-	TIAM1
chr16	90218742	90222742	+	SOD1
chr16	90282425	90286425	-	SCAF4
chr16	90384397	90388397	+	HUNK
chr16	90725404	90729404	-	MIS18A
chr16	90736324	90740324	+	MRAP
chr16	90808413	90812413	-	URB1
chr16	90824719	90828719	+	EVA1C
chr16	90932927	90936927	-	1110004E09RIK
chr16	91009308	91013308	-	SYNJ1
chr16	91042543	91046543	-	PAXBP1
chr16	91093122	91097122	-	4932438H23RIK
chr16	91169401	91173401	-	GM9881
chr16	91223550	91227550	+	OLIG2
chr16	91267772	91271772	+	OLIG1
chr16	91370783	91374783	+	IFNAR2
chr16	91389721	91393721	+	GM21970
chr16	91404164	91408164	+	IL10RB
chr16	91483238	91487238	+	IFNAR1
chr16	91545072	91549072	+	IFNGR2
chr16	91595800	91599800	-	TMEM50B
chr16	91617026	91621026	-	DNAJC28
chr16	91644952	91648952	-	GART
chr16	91645506	91649506	+	SON
chr16	91686765	91690765	-	DONSON
chr16	91929687	91933687	-	ATP5O
chr16	91726975	91730975	-	CRYZL1
chr16	91727281	91731281	+	ITSN1
chr16	92056270	92060270	+	MRPS6
chr16	92056322	92060322	+	SLC5A3
chr16	92290389	92294389	+	KCNE2
chr16	92299286	92303286	+	SMIM11
